danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename
0.739,0.628,8,-4.137,1,0.0703,0.0245,0.0,0.266,0.634,120.944,4,1nyyEarKbjbGm3iJqvZknV,"['2x7EATekOPhFGRx3syMGEC', '4OSArit7O2Jaj4mgf3YN7A']","['nu disco', 'indie poptimism', 'alternative dance', 'brisbane indie', 'australian indie', 'aussietronica']",R U HIGH,"The Knocks, Mallrat",The Knocks - R U HIGH (feat. Mallrat).mp3
0.684,0.232,0,-13.249,1,0.0297,0.86,0.404,0.135,0.387,73.518,4,02wNtFxlr9dLmZXKT5TIF5,['2sSGPbdZJkaSE2AbcGOACx'],"['la indie', 'bedroom pop']",Over the Moon,The Marías,The Marías - Over the Moon.mp3
0.672,0.436,9,-11.743,1,0.0326,0.71,0.147,0.117,0.557,105.003,4,1mbuSss0OVqfS00y7yCNCZ,['2sSGPbdZJkaSE2AbcGOACx'],"['la indie', 'bedroom pop']",Ruthless,The Marías,The Marías - Ruthless.mp3
0.771,0.795,1,-5.895,1,0.0747,0.0012,0.0747,0.501,0.663,124.037,4,3zyLiMyss1RejDsdFX3jRC,['3cj6O7NrjS5l0CVo8LhpV1'],['bass house'],Jerry Brain,The Sponges,The Sponges - Jerry Brain.mp3
0.738,0.713,5,-4.727,0,0.108,0.13,0.0,0.298,0.39,124.992,4,6ud5FYBgnM8II9iOk5P8r5,['6mPZJXtFVaakznkRxdgWtC'],[],All In,Throttle,Throttle - All In.mp3
0.625,0.788,9,-4.335,0,0.0422,0.026,0.00177,0.214,0.242,125.019,3,5ZI2uKHpKza44XVsRZy7lM,['6mPZJXtFVaakznkRxdgWtC'],[],For Me - VIP,Throttle,Throttle - For Me - VIP.mp3
0.733,0.894,10,-4.761,1,0.124,0.0196,5.7e-05,0.619,0.488,125.982,4,1y0UriJkdMdvlkWpjaI6Vs,"['2o5jDhtHVPhrJdv3cEQ99Z', '2mmqhYDTD0weseyXUf1QJ5', '1DNFG0VEHD2Vk5ESUEPuOM']","['house', 'dutch edm', 'brostep', 'trance', 'big room', 'slap house', 'edm', 'uplifting trance', 'pop dance']",My Frequency,"Tiësto, 7 Skies, RebMoe","Tiësto, 7 Skies - My Frequency (feat. RebMoe).mp3"
0.758,0.772,0,-7.807,1,0.0504,0.00747,0.754,0.159,0.33,126.005,4,3i7mQW4Z7sYnnDzt23KniJ,"['1kwRrQDCpXpVliMDntpxCt', '1K80Wcuuo13i28cVd68mxm']","['deep groove house', 'tech house', 'slap house']",Supersonic,"Tom Budin, Dave Winnel","Tom Budin, Dave Winnel - Supersonic.mp3"
0.682,0.98,6,-10.488,0,0.0537,0.0361,0.892,0.113,0.606,155.0,4,5T80xhv5edZ3Z2AtZ4Ki79,['6s9u44nih7GcT9kXBqM2Xr'],[],Falling van Buuren,TRANCEMAN2000,TRANCEMAN2000 - Falling van Buuren.mp3
0.772,0.705,3,-4.576,0,0.0852,0.18,0.273,0.133,0.593,140.051,4,6IfsvWQORqjmG3tQxyB516,['0tvpihdAsKiNnP6sWS3jUI'],"['electronic trap', 'bass trap']",Back To The Wall,TroyBoi,TroyBoi - Back To The Wall.mp3
0.883,0.406,2,-6.07,1,0.301,0.0307,0.547,0.057,0.534,140.07,4,67bRcGquJWIw6q927Yocht,['0tvpihdAsKiNnP6sWS3jUI'],"['electronic trap', 'bass trap']",Grimey,TroyBoi,TroyBoi - Grimey.mp3
0.77,0.607,11,-6.189,0,0.0422,0.000403,0.766,0.101,0.343,142.024,4,0ztWvG2NEE49aTyr93P46g,['0tvpihdAsKiNnP6sWS3jUI'],"['electronic trap', 'bass trap']",Sensei,TroyBoi,TroyBoi - Sensei.mp3
0.792,0.764,1,-4.78,1,0.358,0.00224,0.0673,0.111,0.377,150.107,4,6K4DTxKf2gvrVNqgR8wAob,"['3T0BepBNnd3kw2m10rh8yW', '4aTmeAJQIHvOYEpc5KxJ8x']",['experimental bass'],Bleacher Creature,"TVBOO, um..","TVBOO, um.. - Bleacher Creature.mp3"
0.755,0.594,1,-4.778,1,0.285,0.00264,0.0,0.242,0.518,89.22,4,1L8NADNWd56cZRnaxcxPPI,['68kEuyFKyqrdQQLLsmiatm'],"['conscious hip hop', 'underground hip hop', 'hip hop', 'rap']",ROSE STREET,Vince Staples,Vince Staples - ROSE STREET.mp3
0.659,0.874,8,-6.808,1,0.115,0.0604,0.794,0.512,0.19,125.987,4,2d6LnE2SBN57UJL07RAEkx,['1FGLT6mEhIrPhgqYiU57ro'],['brazilian edm'],Pó De Anjo,VINNE,VINNE - Pó De Anjo.mp3
0.311,0.857,11,-8.332,0,0.0395,0.00133,0.804,0.307,0.36,119.968,4,3A02f2nXSbpeY9uXHi7oMi,['0F52YLV7uWqaJfMMDgG737'],"['electro house', 'future bass']",Ghost Voices,Virtual Self,Virtual Self - Ghost Voices.mp3
0.526,0.968,1,-4.992,1,0.0517,0.00159,0.941,0.356,0.229,118.0,4,5MEStu1XSbCXlq5svrUtTj,['0F52YLV7uWqaJfMMDgG737'],"['electro house', 'future bass']",Key,Virtual Self,Virtual Self - Key.mp3
0.807,0.947,7,-6.404,1,0.0513,0.00988,0.87,0.0791,0.193,126.013,4,0sg1ZDhJ6r2YAoBpwpHemS,['4Nl6PVYLwbCFfr3UqQlFtE'],"['tech house', 'brazilian edm', 'bass house']",Bump,VOLAC,VOLAC - Bump.mp3
0.849,0.923,2,-5.676,1,0.0965,0.052,0.835,0.0569,0.527,125.999,4,11qS1PfA0uudC5LTWe3ucH,['4Nl6PVYLwbCFfr3UqQlFtE'],"['tech house', 'brazilian edm', 'bass house']",Russian Style,VOLAC,VOLAC - Russian Style.mp3
0.814,0.624,1,-5.172,1,0.0392,0.000365,0.896,0.059,0.55,126.009,4,75IZynnyXUgOxemvX3A5dq,"['4Nl6PVYLwbCFfr3UqQlFtE', '045FVvBNAc7VnPYvzAJpO1']","['tech house', 'brazilian edm', 'bass house']",Like Dis - Radio Edit,"VOLAC, Gustavo Mota","VOLAC, Gustavo Mota - Like Dis - Radio Edit.mp3"
0.798,0.756,10,-6.575,0,0.0878,0.0189,0.000143,0.15,0.699,115.947,4,0DPInrOe0yadxa2FdaA1PN,"['0FL2d6iFFNAV3yBUbXjZ1U', '6cEuCEZu7PAE9ZSzLLc2oQ']","['progressive electro house', 'indie electropop', 'dutch house', 'australian pop', 'slap house', 'edm', 'pop dance', 'electro house']",Good Things - R3HAB Remix,"Wafia, R3HAB",Wafia - Good Things - R3HAB Remix.mp3
0.799,0.854,9,-4.882,1,0.095,0.0539,0.265,0.242,0.502,126.027,4,6AN6ILWZaDOgqXd57WVffY,['7zm3aSdmGiOkTt0aZFSO8R'],"['tech house', 'electro house', 'bass house']",Keep Raving,Wax Motif,Wax Motif - Keep Raving.mp3
0.676,0.903,11,-3.872,0,0.055,0.00457,0.617,0.138,0.642,125.0,4,5ReD0EFOt4pty5Ql8QlnUj,"['7zm3aSdmGiOkTt0aZFSO8R', '45lcbTsX07JWzmTIjcdyBz']","['tech house', 'electro house', 'bass house']",Lose Control,"Wax Motif, Matroda","Wax Motif, Matroda - Lose Control.mp3"
0.474,0.694,0,-5.654,1,0.0468,0.0193,0.000412,0.0884,0.336,155.048,4,6gM5j4qoYpwxVtozjwXpOO,"['4AA8eXtzqh5ykxtafLaPOi', '52sbFniPptK6lNYHmuoPpz']","['brostep', 'escape room', 'vapor twitch', 'edm', 'aussietronica', 'electro house', 'electronic trap']",Be Ok Again,"What So Not, Daniel Johns","What So Not, Daniel Johns - Be Ok Again.mp3"
0.445,0.637,4,-5.672,0,0.0342,0.00152,0.0103,0.129,0.0863,89.847,4,3QgLLkVcADJ3tM1nIzf5Rw,"['4AA8eXtzqh5ykxtafLaPOi', '55BFQS36sJYz2B0ClypIvS']","['brostep', 'escape room', 'vapor twitch', 'edm', 'aussietronica', 'electro house', 'electronic trap']",Warlord,"What So Not, SLUMBERJACK","What So Not, SLUMBERJACK - Warlord.mp3"
0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,4,0y60itmpH0aPKsFiGxmtnh,['3rWZHrfrsPBxVy692yAIxF'],"['post-teen pop', 'pop', 'pov: indie', 'afrofuturism']",Wait a Minute!,WILLOW,WILLOW - Wait a Minute!.mp3
0.713,0.927,6,-6.088,0,0.486,0.00376,0.00351,0.682,0.687,127.03,4,28X0E21uKdA7S1HvgMJjP8,['3534yWWzmxx8NbKVoNolsK'],"['progressive electro house', 'house', 'edm', 'complextro', 'electro house']",28 Grams,Wolfgang Gartner,Wolfgang Gartner - 28 Grams.mp3
0.833,0.879,9,-7.092,1,0.15,0.000989,0.519,0.0787,0.757,126.002,4,7c1nwQG909uEAphCBqXdIy,['3534yWWzmxx8NbKVoNolsK'],"['progressive electro house', 'house', 'edm', 'complextro', 'electro house']",Mike Tyson,Wolfgang Gartner,Wolfgang Gartner - Mike Tyson.mp3
0.849,0.75,11,-5.013,0,0.0543,0.00125,0.0792,0.116,0.653,125.996,4,1vegEZWfo7vRP6ZyWN7eNF,['0dBHeI1RuLCkzOkTcIXwPm'],[],Never Hide - Original Mix,Wolsh,Wolsh - Never Hide - Original Mix.mp3
0.765,0.65,6,-6.043,1,0.0372,0.0669,0.0,0.204,0.409,131.022,4,5OqMZ8In8CkCa0SbknnDPl,['0LOK81e9H5lr61HlGGHqwA'],['k-pop girl group'],GRL GVNG,XG,XG - GRL GVNG.mp3
0.767,0.721,1,-5.586,1,0.0456,0.153,1.52e-06,0.108,0.884,150.065,4,3v5o91PrUtf0nmO6j8J7dZ,['0LOK81e9H5lr61HlGGHqwA'],['k-pop girl group'],LEFT RIGHT,XG,XG - LEFT RIGHT.mp3
0.818,0.777,7,-2.825,1,0.0625,0.195,0.0,0.731,0.688,114.001,4,6Pjzy9avwlVr4UAbxkQQmh,['0LOK81e9H5lr61HlGGHqwA'],['k-pop girl group'],NEW DANCE,XG,XG - NEW DANCE.mp3
0.625,0.712,2,-5.996,1,0.0539,0.0229,0.0,0.252,0.398,163.015,4,3IelG5zYpWWCZIH4cqWlPV,['0LOK81e9H5lr61HlGGHqwA'],['k-pop girl group'],SHOOTING STAR,XG,XG - SHOOTING STAR.mp3
0.757,0.633,4,-9.234,0,0.118,0.0176,0.175,0.13,0.926,80.003,4,0JeokLKCya7SZGpGjqNcAQ,"['2RqrWplViWHSGLzlhmDcbt', '68TCVp5t1Dxi2TvNuYoYK0']","['alternative r&b', 'escape room', 'experimental house', 'art pop', 'korean pop']",29,"Yaeji, OHHYUK","Yaeji, OHHYUK - 29.mp3"
0.738,0.95,1,-3.266,0,0.064,0.0566,1.31e-05,0.165,0.59,119.982,4,08c3tqCZN3PQcLA5VNkXt9,['64tJ2EAv1R6UaZqc4iOCyj'],"['j-pop', 'japanese teen pop']",ミスター,YOASOBI,YOASOBI - ミスター.mp3
0.858,0.502,7,-8.936,1,0.0587,0.175,0.0533,0.134,0.345,119.947,4,164PqKYitMXTrr8nMt7owN,['3pQXFWbvLit77NpvNmOo3k'],['vapor pop'],Queen of the Valley,Young & Sick,Young & Sick - Queen of the Valley.mp3
0.579,0.759,2,-5.584,0,0.0386,0.06,0.000138,0.117,0.127,127.875,4,0qlAureWHln3vDCsqnkyRE,['2qxJFvFYMEDqd7ui6kSAcq'],"['pop', 'edm', 'complextro', 'german techno', 'pop dance']",Done With Love,Zedd,Zedd - Done With Love.mp3
0.583,0.86,8,-4.347,1,0.0842,0.0231,1.33e-06,0.0977,0.279,127.032,4,1Aw0wPIW70GsV9KoD8m7Ps,['2qxJFvFYMEDqd7ui6kSAcq'],"['pop', 'edm', 'complextro', 'german techno', 'pop dance']",Straight Into The Fire,Zedd,Zedd - Straight Into The Fire.mp3
0.572,0.864,2,-4.098,0,0.0477,0.0215,0.0,0.375,0.26,149.945,4,0NWQTyapmz4GuDTSN9xTB7,"['2qxJFvFYMEDqd7ui6kSAcq', '0id62QV2SZZfvBn9xpmuCl']","['pop soul', 'pop', 'r&b', 'edm', 'complextro', 'german techno', 'pop dance']",Candyman,"Zedd, Aloe Blacc","Zedd, Aloe Blacc - Candyman.mp3"
0.509,0.781,8,-3.48,1,0.072,0.0398,0.0,0.0749,0.176,128.0,4,60wwxj6Dd9NJlirf84wr2c,"['2qxJFvFYMEDqd7ui6kSAcq', '7qRll6DYV06u2VuRPAVqug']","['uk pop', 'pop', 'metropopolis', 'edm', 'complextro', 'german techno', 'electropop', 'pop dance']",Clarity,"Zedd, Foxes","Zedd, Foxes - Clarity.mp3"
0.762,0.913,5,-4.101,0,0.111,0.233,0.47,0.11,0.365,126.001,4,7s2fTKrE24gtReCNgnrRBo,"['0bMKf3lIYR9GaNTdFKkTOr', '1l2ekx5skC4gJH8djERwh1']","['progressive electro house', 'future house', 'dutch house', 'progressive house', 'edm', 'pop dance', 'sky room', 'electro house']",Tunnel Vision - Don Diablo Edit,"Zonderling, Don Diablo",Zonderling - Tunnel Vision - Don Diablo Edit.mp3
