danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename
0.599,0.671,1,-9.197,1,0.0268,0.227,0.0957,0.116,0.42,125.005,4,3UeJTkUgt1iZHTUWHoMskr,['1Zz6NBe8UIZjm88TvehFtx'],"['house', 'uk dance', 'nu disco', 'melodic house']",Chills,Le Youth,Le Youth - Chills.mp3
0.824,0.676,7,-4.725,1,0.067,0.186,0.0,0.0714,0.809,103.994,4,6ye2BBTpOipvPNjSPxgmRC,['7cVZApDoQZpS447nHTsNqu'],['k-pop'],Bye,LeeHi,LeeHi - Bye.mp3
0.532,0.669,9,-5.901,0,0.0286,0.0118,2.07e-06,0.33,0.62,109.016,4,14EHn9J4qRDoGCdT0AWNkg,['4CTKqs11Zgsv8EZTVzx764'],['norwegian pop'],Reflection,Lemaitre,Lemaitre - Reflection.mp3
0.947,0.475,0,-5.911,1,0.36,0.0413,4.77e-06,0.226,0.711,117.974,4,0QgGXsIAWZYjfgw2g1Vjrs,"['4CTKqs11Zgsv8EZTVzx764', '1DNFG0VEHD2Vk5ESUEPuOM']",['norwegian pop'],Ok Computer,"Lemaitre, RebMoe","Lemaitre, RebMoe - Ok Computer.mp3"
0.339,0.454,6,-6.514,1,0.0553,0.151,5.16e-05,0.0988,0.375,183.697,4,7zwMG3y7gdmZ1imPURe5gQ,"['4CTKqs11Zgsv8EZTVzx764', '6pGgP4CDlYMumihpD3CAwm']",['norwegian pop'],Trip Sitter,"Lemaitre, Sofiloud","Lemaitre, Sofiloud - Trip Sitter.mp3"
0.653,0.862,5,-5.873,1,0.0617,0.544,0.0189,0.0902,0.619,125.92,4,6ZQcgx39eDbhemgbbNepNU,['6fs2or0cKLEM2xohWq8SoX'],['chinese electropop'],i wanna tell u,Lexie Liu,Lexie Liu - i wanna tell u.mp3
0.608,0.899,3,-5.642,0,0.0576,0.0323,0.0108,0.114,0.649,116.04,4,79SSuZfbcojuqIMowimxe4,['6fs2or0cKLEM2xohWq8SoX'],['chinese electropop'],SHADOW,Lexie Liu,Lexie Liu - SHADOW.mp3
0.753,0.721,0,-6.197,0,0.0375,0.163,6.29e-06,0.199,0.385,119.997,4,1BArNw5s6pzhaoqrPM8ccF,['6fs2or0cKLEM2xohWq8SoX'],['chinese electropop'],了 L,Lexie Liu,Lexie Liu - 了 L.mp3
0.694,0.81,7,-6.033,1,0.0341,0.251,0.0046,0.242,0.532,117.999,4,4JUD1cL0uwd4lJKI9jCgso,['6fs2or0cKLEM2xohWq8SoX'],['chinese electropop'],香芋的错觉 CAROUSEL,Lexie Liu,Lexie Liu - 香芋的错觉 CAROUSEL.mp3
0.714,0.681,0,-8.562,0,0.0418,0.00198,0.633,0.171,0.279,121.016,4,4TXxU7yaNV20ZLWCZh1UlS,"['4VA3EAvncrTucjTmrvd4GE', '1oZePJcmTIJnWnudNVBVQ7']","['deep groove house', 'house', 'alternative r&b', 'indie soul']",Wonder Woman - NVOY Remix,"LION BABE, NVOY",LION BABE - Wonder Woman - NVOY Remix.mp3
0.729,0.995,1,-1.726,1,0.173,0.00513,0.537,0.116,0.449,110.005,4,7EgeNfYtHXuvJstSsvhOYl,['29DWvZyWy1yvU8jpIePBYi'],"['electro house', 'bass house']",Break It Down - Original Mix,Loge21,Loge21 - Break It Down - Original Mix.mp3
0.768,0.643,8,-6.029,1,0.31,0.00638,0.15,0.101,0.152,123.844,4,2GnA00tHtT8aUT2wyVdIde,['29DWvZyWy1yvU8jpIePBYi'],"['electro house', 'bass house']",Drop That,Loge21,Loge21 - Drop That.mp3
0.728,0.633,7,-6.311,0,0.156,0.0454,0.0969,0.0687,0.347,122.119,4,257NQrGLUswkOoSBcMVAL2,['29DWvZyWy1yvU8jpIePBYi'],"['electro house', 'bass house']",Ghetto Symphony,Loge21,Loge21 - Ghetto Symphony.mp3
0.742,0.936,9,-3.924,1,0.191,0.0425,0.0701,0.0854,0.493,127.973,4,4yvyruS0EHaTYzrWMg7zey,['29DWvZyWy1yvU8jpIePBYi'],"['electro house', 'bass house']",New Life,Loge21,Loge21 - New Life.mp3
0.731,0.567,11,-7.926,0,0.0359,0.0272,0.949,0.101,0.346,144.014,4,1HYA9qwrAX5fcofifHZwAm,"['3B4U99cPW8HihTM6ld3jVX', '4EmkjZuqatnvAygxt3a3tC']","['experimental bass', 'nz electronic']",It Made Me Fearless - ASHEZ Remix,"L*o*J, Ashez",LoJ - It Made Me Fearless - ASHEZ Remix.mp3
0.621,0.87,8,-3.52,1,0.118,0.0043,0.059,0.25,0.2,92.032,4,1o9NMRYTCRMp7bpFtulFU3,"['3Hrqjumb6WHg2aAUHJHLND', '18Eu7uJEMPWwwt1QUdCglQ']",[],BLASTA,"LSDREAM, INZO","LSDREAM, INZO - BLASTA.mp3"
0.4,0.958,10,-3.113,1,0.561,0.00825,0.000368,0.513,0.171,126.068,4,4xMVwjxseIPHvNJoGc7ywO,"['3Hrqjumb6WHg2aAUHJHLND', '2vdEGASQQlLcmOqlQhYWlN', '5LxbXRVEMOw6i1WSa2YQn1']",['experimental bass'],R.A.V.E - Zingara Remix,"LSDREAM, Shlump, Zingara","LSDREAM, Shlump - R.A.V.E - Zingara Remix.mp3"
0.679,0.96,9,-2.485,1,0.0506,0.00323,0.0369,0.288,0.201,96.002,4,1gGyEzjrxSRZ4VtDwxmG1M,"['3Hrqjumb6WHg2aAUHJHLND', '2vdEGASQQlLcmOqlQhYWlN', '11S3x86ILlsuCBil6EmDo2']",['experimental bass'],STARCHILD,"LSDREAM, Shlump, Sarah Hudson","LSDREAM, Shlump, Sarah Hudson - STARCHILD.mp3"
0.495,0.968,7,-2.749,1,0.0718,0.013,0.561,0.424,0.274,94.97,4,1M2GXwELt6Jlvr7hs3r3HK,['5oAjLXTvB7VDWn3Up9LYcQ'],"['vapor twitch', 'electronic trap']",Vermilion,Luca Lush,Luca Lush - Vermilion.mp3
0.457,0.723,5,-3.595,1,0.0518,0.0815,7.31e-05,0.797,0.278,106.017,4,7vkPu9wwdUpB6dPmWBNcPv,['4pb4rqWSoGUgxm63xmJ8xc'],"['nantes indie', 'electropop', 'edm', 'complextro', 'filter house', 'pop dance', 'electro house']",Beings,Madeon,Madeon - Beings.mp3
0.511,0.718,11,-7.46,1,0.0367,0.00454,9.61e-05,0.0913,0.274,106.016,4,5wM6LOw2U6XeIFHfsgI6wU,['4pb4rqWSoGUgxm63xmJ8xc'],"['nantes indie', 'electropop', 'edm', 'complextro', 'filter house', 'pop dance', 'electro house']",Love You Back,Madeon,Madeon - Love You Back.mp3
0.783,0.792,3,-4.952,0,0.0322,0.639,0.00574,0.148,0.688,119.96,4,1Ywe0Udb58KuJU4u0nqxU4,['48Qmm3KEWtgPvLdy9cddPc'],"['bedroom soul', 'sacramento indie']",8:00,Madi Sipes & The Painted Blue,Madi Sipes & The Painted Blue - 8-00.mp3
0.867,0.82,11,-3.655,1,0.0842,0.00843,0.00095,0.0856,0.23,124.017,4,6HpXwNzOm3rW4ox4alBn34,"['2EwyKG76iX4Pp5HhAD6SKO', '6PDLwWvgYNMfBRLqC1h5cJ', '7zm3aSdmGiOkTt0aZFSO8R']","['indie r&b', 'canadian hip hop', 'tech house', 'alternative r&b', 'bass house', 'cali rap', 'electro house']",Teen Scene (ft. Buddy) - Wax Motif Remix,"Maeta, Buddy, Wax Motif",Maeta - Teen Scene (ft. Buddy) - Wax Motif Remix.mp3
0.726,0.53,4,-5.736,0,0.0518,0.000716,0.00211,0.0502,0.374,99.024,4,0LJTfmgOMvlLd0u4HU9twm,['1oPRcJUkloHaRLYx0olBLJ'],['la pop'],Killshot,Magdalena Bay,Magdalena Bay - Killshot.mp3
0.763,0.614,2,-8.169,0,0.0862,0.0747,0.00152,0.221,0.738,94.989,4,6NHTCTVhJVHCiozax9Uwjy,['1oPRcJUkloHaRLYx0olBLJ'],['la pop'],U Wanna Dance?,Magdalena Bay,Magdalena Bay - U Wanna Dance.mp3
0.77,0.673,10,-7.137,0,0.0468,0.000658,0.551,0.0312,0.194,126.002,4,1UOrERShvgjfbdvbZ0OCbW,['7w1eTNePApzDk8XtgykCPS'],"['house', 'bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",Bling Bling (2020 Remix),Malaa,Malaa - Bling Bling (2020 Remix).mp3
0.754,0.786,10,-5.467,0,0.0741,0.138,0.0157,0.0776,0.546,128.001,4,7hJNoMzNTNgOh8TGFMubiq,"['7w1eTNePApzDk8XtgykCPS', '2oZ9We4LkpN7I062fHkci3']","['house', 'bass house', 'brostep', 'edm', 'musica sammarinese', 'electro house', 'electronic trap']",Bling Bling (Delayers Remix),"Malaa, Delayers",Malaa - Bling Bling (Delayers Remix).mp3
0.77,0.673,10,-7.137,0,0.0468,0.000658,0.551,0.0312,0.194,126.002,4,1UOrERShvgjfbdvbZ0OCbW,['7w1eTNePApzDk8XtgykCPS'],"['house', 'bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",Bling Bling,Malaa,Malaa - Bling Bling.mp3
0.87,0.872,6,-2.245,1,0.0543,0.0455,0.763,0.0662,0.266,123.993,4,5oyfcSL66oAb1kuIopEPyB,"['7w1eTNePApzDk8XtgykCPS', '2GVtgxcx7jg5xVCZsIHSGN']","['house', 'tech house', 'bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",Hostyl,"Malaa, Dombresky","Malaa, Dombresky - Hostyl.mp3"
0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,4,4sOX1nhpKwFWPvoMMExi3q,['6CwfuxIqcltXDGjfZsMd9A'],"['uk alternative pop', 'metropopolis', 'pop', 'pov: indie']",Primadonna,MARINA,MARINA - Primadonna.mp3
0.808,0.994,11,-3.93,1,0.306,0.0274,0.817,0.34,0.194,123.98,4,43uAAecpFKIzngplASa9nb,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",Anøther Dimensiøn,Marten Hørger,Marten Hørger - Anøther Dimensiøn.mp3
0.754,0.857,1,-5.111,1,0.0519,0.122,0.864,0.115,0.612,125.012,4,1mupRsmKjV3dJfh92SVoP4,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",GONNA BE ME,Marten Hørger,Marten Hørger - GONNA BE ME.mp3
0.757,0.981,1,-5.306,1,0.0601,0.00171,0.891,0.0736,0.295,125.029,4,0ufeCauchfjHvwhCz0XiQL,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",I Am Ready,Marten Hørger,Marten Hørger - I Am Ready.mp3
0.86,0.943,1,-4.0,1,0.158,0.0205,0.08,0.271,0.362,122.974,4,2PXOgHe4g6AerUqVi0UlOq,['0EdUwJSqkMmsH6Agg3G8Ls'],"['tech house', 'bass house']",Jungle,Marten Hørger,Marten Hørger - Jungle.mp3
0.84,0.729,5,-4.954,1,0.0882,0.027,0.00224,0.165,0.432,123.981,4,0jJr6tAAPS7Ytkb6d6Hcld,"['0EdUwJSqkMmsH6Agg3G8Ls', '1CNO980Lk9CaBWBnM1MZXi']","['canadian electronic', 'tech house', 'bass house']",Heavy,"Marten Hørger, Neon Steve","Marten Hørger, Neon Steve - Heavy.mp3"
0.913,0.787,11,-4.584,1,0.284,0.0681,0.339,0.0492,0.151,122.995,4,0M2b3w9y8lsKqm4r8cq3Sw,"['0EdUwJSqkMmsH6Agg3G8Ls', '1CNO980Lk9CaBWBnM1MZXi']","['canadian electronic', 'tech house', 'bass house']",You Don't,"Marten Hørger, Neon Steve","Marten Hørger, Neon Steve - You Don't.mp3"
0.746,0.671,6,-5.806,1,0.0553,0.0767,0.000628,0.111,0.121,123.973,4,096OiyB1UlqE5w610zQ6DP,['2n7USVO8fO8FF8zq4kG2N1'],"['edm', 'complextro', 'electro house', 'progressive house']",Deep Inside - Extended,Mat Zo,Mat Zo - Deep Inside - Extended.mp3
0.756,0.798,8,-2.336,1,0.174,0.0076,0.0585,0.0726,0.366,86.968,4,6s3j7xAGKIPUJjilp55KpB,['2n7USVO8fO8FF8zq4kG2N1'],"['edm', 'complextro', 'electro house', 'progressive house']",Motivate,Mat Zo,Mat Zo - Motivate.mp3
0.839,0.9,8,-5.036,1,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,4rRZPw9GzIhr8bVOAlmJK8,"['45lcbTsX07JWzmTIjcdyBz', '1XwL3qdo0jPmliKRgxY5TL']","['tech house', 'bmore', 'electro house', 'bass house']",Bang,"Matroda, Dances With White Girls, ANGELZ",Matroda - Bang (feat. Dances With White Girls) - ANGELZ Remix.mp3
0.839,0.9,8,-5.036,1,0.0802,0.0276,0.771,0.0734,0.569,125.012,4,4rRZPw9GzIhr8bVOAlmJK8,"['45lcbTsX07JWzmTIjcdyBz', '1XwL3qdo0jPmliKRgxY5TL']","['tech house', 'bmore', 'electro house', 'bass house']",Bang,"Matroda, Dances With White Girls",Matroda - Bang (feat. Dances With White Girls).mp3
0.803,0.923,1,-3.902,1,0.107,0.00687,0.299,0.205,0.244,125.006,4,5k9NpJTGw4zl0lTjZooBh9,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Boom Bap,Matroda,Matroda - Boom Bap.mp3
0.834,0.99,11,-4.16,0,0.0533,0.136,0.795,0.0677,0.657,124.068,4,22mxzVWtNePL4TDX5KPIyi,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",D.A.N.C.I.N.G,Matroda,Matroda - D.A.N.C.I.N.G.mp3
0.8,0.902,1,-3.518,0,0.0648,0.00377,0.265,0.123,0.23,124.002,4,5kHrTMIFqmZkuCkovsxRUs,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Deep Inside 2020,Matroda,Matroda - Deep Inside 2020.mp3
0.82,0.847,11,-4.876,0,0.133,0.0619,0.625,0.0843,0.531,124.058,4,0TFnawWEkaYsiaTD8q2u7c,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Do You Remember House?,Matroda,Matroda - Do You Remember House.mp3
0.795,0.996,6,-4.714,0,0.0855,0.000231,0.817,0.0461,0.592,126.001,4,3ZD0OYOs25acO3EcZZqXhB,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Main Ingredients,Matroda,Matroda - Main Ingredients.mp3
0.808,0.969,9,-6.995,1,0.0498,0.00932,0.897,0.0843,0.76,126.027,4,2p7XPlo5irnRmgNvLq9Gnz,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Mozart,Matroda,Matroda - Mozart.mp3
0.772,0.987,8,-5.311,1,0.0523,0.0037,0.816,0.0309,0.363,127.001,4,4ZNuShYJjCqhDq83ZtYGgr,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",My Mind,Matroda,Matroda - My Mind.mp3
0.845,0.856,1,-3.783,1,0.138,0.0186,0.549,0.0634,0.844,124.021,4,4Rxusvx9OtNZptLb4JuqqB,"['45lcbTsX07JWzmTIjcdyBz', '05jtmvy7zPhTp4GQexPkXY']","['tech house', 'electro house', 'bass house']",True G,"Matroda, BRUX",Matroda - True G (feat. BRUX).mp3
0.764,0.908,7,-3.976,1,0.0735,0.00862,0.742,0.0977,0.354,124.019,4,5VZSIseZuR0WoAwieGD4Ff,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Walk In The Spot,Matroda,Matroda - Walk In The Spot.mp3
0.799,0.937,6,-7.677,0,0.225,0.00268,0.888,0.044,0.0362,124.962,4,7qIU50XAzFBYENwo5L5AeV,['45lcbTsX07JWzmTIjcdyBz'],"['tech house', 'electro house', 'bass house']",Wasting Time,Matroda,Matroda - Wasting Time.mp3
0.811,0.759,10,-6.822,0,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,6NxT9CHTUZx8BkOh6gCEvh,"['45lcbTsX07JWzmTIjcdyBz', '7kA4sEagpoNK91I7wr9tYr', '4QWmN97HRZya55JvxN3I5a']","['tech house', 'indonesian edm', 'bass house', 'doujin', 'electro house']",Disco Tool - Taiki Nulight Remix,"Matroda, Bleu Clair, Taiki Nulight","Matroda, Bleu Clair - Disco Tool - Taiki Nulight Remix.mp3"
0.811,0.759,10,-6.822,0,0.0467,0.000847,0.774,0.0551,0.423,126.049,4,6NxT9CHTUZx8BkOh6gCEvh,"['45lcbTsX07JWzmTIjcdyBz', '7kA4sEagpoNK91I7wr9tYr', '4QWmN97HRZya55JvxN3I5a']","['tech house', 'indonesian edm', 'bass house', 'doujin', 'electro house']",Disco Tool,"Matroda, Bleu Clair","Matroda, Bleu Clair - Disco Tool.mp3"
0.796,0.931,6,-5.27,1,0.0915,0.077,0.789,0.113,0.453,125.948,4,4xWczmc5Txq36XTM5092EV,"['45lcbTsX07JWzmTIjcdyBz', '7kA4sEagpoNK91I7wr9tYr']","['tech house', 'electro house', 'indonesian edm', 'bass house']",PWR,"Matroda, Bleu Clair","Matroda, Bleu Clair - PWR.mp3"
0.809,0.786,2,-3.615,1,0.0664,0.002,0.217,0.0617,0.345,124.0,4,0xlMfByO0VWZ7CPFY5HqoX,"['45lcbTsX07JWzmTIjcdyBz', '29DWvZyWy1yvU8jpIePBYi']","['tech house', 'electro house', 'bass house']",Raise Em Up,"Matroda, Loge21","Matroda, Loge21 - Raise Em Up.mp3"
0.778,0.863,8,-3.557,0,0.0544,0.00512,0.786,0.0457,0.14,126.021,4,3eZo7yRLmrHbj60FKxG1mx,"['45lcbTsX07JWzmTIjcdyBz', '5jBerZvTAajwYvdxt3UhgU']","['tech house', 'electro house', 'bass house']",The One,"Matroda, San Pacho","Matroda, San Pacho - The One.mp3"
0.842,0.914,2,-5.796,1,0.135,0.053,0.00128,0.0593,0.388,130.009,4,1UyYIqE4bTokxEK0DUpzTM,"['45lcbTsX07JWzmTIjcdyBz', '1kwRrQDCpXpVliMDntpxCt']","['tech house', 'bass house', 'deep groove house', 'slap house', 'electro house']",Body Move,"Matroda, Tom Budin","Matroda, Tom Budin - Body Move.mp3"
0.348,0.233,7,-9.276,1,0.0349,0.952,0.0,0.0946,0.436,89.948,4,5XhyWkCp2jcYo3bJJoYASW,"['1bqxdqvUtPWZri43cKHac8', '3pc0bOVB5whxmD50W79wwO']","['viral pop', 'chill r&b', 'teen pop', 'singer-songwriter pop']",IT'S YOU,"MAX, keshi",MAX - IT'S YOU (feat. keshi).mp3
0.667,0.627,1,-7.184,1,0.122,0.248,0.0,0.174,0.498,143.948,4,7roB6h5rQPhFRK307eIQk6,"['1bqxdqvUtPWZri43cKHac8', '164Uj4eKjl6zTBKfJLFKKK', '4GvEc3ANtPPjt1ZJllr5Zl']","['pop', 'modern indie pop', 'viral pop', 'pov: indie', 'teen pop', 'singer-songwriter pop']",STRINGS,"MAX, Party Pupils, JVKE, Bazzi",MAX - STRINGS (feat. JVKE & Bazzi) - Party Pupils Remix.mp3
0.714,0.909,11,-3.985,0,0.0964,0.00199,0.00765,0.268,0.482,121.993,4,3UumxquROHFzeYquOTMcHE,"['3NKKngINK1tP6BFy0WOyWk', '5YCU9eHY4IYTyNa8XRFuw9']","['stutter house', 'tech house', 'brostep', 'pop edm']",Sweet,"Max Styler, Alex Hosking",Max Styler - Sweet (feat. Alex Hosking).mp3
0.67,0.707,11,-9.726,0,0.0358,0.714,0.065,0.0634,0.799,89.008,4,0gmStTUTuiU807EB4KafOX,['5ti5FPHgtaSf15KcUisZMt'],['latinx alternative'],Yours,maye,maye - Yours.mp3
0.699,0.926,2,-6.249,1,0.063,0.0449,0.113,0.2,0.468,124.991,4,44lgAk4wJN8ObrFSglxui5,"['0xRXCcSX89eobfrshSVdyu', '4OG9hOPsfAEziKvOJj2SG7']","['pop dance', 'edm', 'pop house', 'uk dance']",Everything You Have Done,"MEDUZA, GENESI","MEDUZA, GENESI - Everything You Have Done.mp3"
0.729,0.588,11,-7.004,1,0.0394,0.0942,0.0,0.172,0.964,110.088,4,4sqUqP7QJrCtoAUGfFDjFE,['7Hsfh7YZzoyojYWQeMSHID'],['alt z'],Shut Up,Mia Rodriguez,Mia Rodriguez - Shut Up.mp3
0.737,0.644,11,-6.469,1,0.0845,0.352,0.0,0.224,0.734,166.089,4,4MlEFAvTGtsJw6CGvePq8H,['4yYvor6Rq4fG82J1L47DYp'],['bedroom pop'],UNBOUND,MICHELLE,MICHELLE - UNBOUND.mp3
0.331,0.74,1,-5.161,1,0.131,0.217,0.0,0.115,0.318,196.019,4,2m70pnnWWOcItUhWHJbPu1,"['5w39eY1aNDybnDGTNgVt3r', '6vPr4VCSFC3nJMw0mEBsn0']","['hopebeat', 'pop edm']",Bad For You,"Midnight Kids, 90's Kids, Party Pupils",Midnight Kids - Bad For You (feat. 90's Kids) - Party Pupils Remix.mp3
0.625,0.763,8,-4.997,0,0.129,0.147,0.0106,0.214,0.721,88.753,4,3sTN90bIP2cJ1783ctHykO,"['5Q81rlcTFh3k6DQJXPdsot', '13ubrt8QOOCPljQ2FL1Kca']","['hyperpop', 'east coast hip hop', 'hip hop', 'indie soul', 'vapor soul', 'rap', 'escape room', 'channel islands indie', 'trap']",Love,"Mura Masa, Daniela Lalita","Mura Masa, Daniela Lalita - Love.mp3"
0.666,0.84,9,-5.997,1,0.0521,0.167,0.00817,0.173,0.377,96.611,4,3GROKC4eYt3KVWN3AyMCwL,['3LEjiFgpLbT1F0UgOE9qbg'],[],Made Your Mama Cry,Nana Lourdes,Nana Lourdes - Made Your Mama Cry.mp3
0.812,0.749,10,-6.389,0,0.0397,0.108,0.0,0.0599,0.841,134.971,4,56v8WEnGzLByGsDAXDiv4d,['6HvZYsbFfjnjFrWF950C9d'],"['k-pop', 'k-pop girl group']",ETA,NewJeans,NewJeans - ETA.mp3
0.599,0.446,10,-6.511,0,0.0833,0.731,0.0,0.105,0.567,179.877,4,5expoVGQPvXuwBBFuNGqBd,['6HvZYsbFfjnjFrWF950C9d'],"['k-pop', 'k-pop girl group']",Hurt,NewJeans,NewJeans - Hurt.mp3
0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,4,65FftemJ1DbbZ45DUfHJXE,['6HvZYsbFfjnjFrWF950C9d'],"['k-pop', 'k-pop girl group']",OMG,NewJeans,NewJeans - OMG.mp3
0.479,0.59,10,-6.937,0,0.201,0.267,2.79e-06,0.108,0.424,99.65,4,2Q0zaBd4u0mwEd7KNppKEf,['5W5JelsLmCytPXmzN5w8fc'],[],Hold Up,Nick Smith,Nick Smith - Hold Up.mp3
0.903,0.833,11,-8.193,0,0.174,0.00429,0.809,0.121,0.338,125.007,4,5j0lAGiVaf45MKfF2yaBdI,['0FPoqGEZFwHQfu5tRPL08X'],['tech house'],Atmosphere,Niko The Kid,Niko The Kid - Atmosphere.mp3
0.793,0.925,10,-3.928,0,0.0449,0.00164,0.558,0.037,0.423,128.017,4,68wDwfXRvvUTCG0KDG6LZn,['21AUdblPrTRzkvJn8FGrlk'],"['brostep', 'electro house', 'electronic trap']",Fear,NITTI,NITTI - Fear.mp3
0.738,0.8,5,-3.971,0,0.049,0.113,0.00144,0.118,0.609,125.937,4,1J2HhduTRKXJ03sgjXhfG0,"['21AUdblPrTRzkvJn8FGrlk', '2HdmDZZKSZQPSpyKDb0T7w']","['brostep', 'electro house', 'electronic trap']",Sex Drive,"NITTI, Hadar Adora","NITTI, Hadar Adora - Sex Drive.mp3"
0.816,0.854,11,-5.523,1,0.051,0.000442,0.653,0.0608,0.3,124.026,4,3Nt13GFJxmmIibwIDV1GDP,['3VRyybsQu0MDG0F2LBxnv7'],"['house', 'tech house', 'bass house']",Dance,Noizu,Noizu - Dance.mp3
0.704,0.955,2,-7.418,1,0.0825,0.00216,0.728,0.595,0.607,126.011,4,0LPRXLByEX5pLvdgw3ABpJ,['3VRyybsQu0MDG0F2LBxnv7'],"['house', 'tech house', 'bass house']",For Your Soul,Noizu,Noizu - For Your Soul.mp3
0.801,0.764,9,-6.373,1,0.0509,0.00563,0.921,0.0887,0.656,124.03,4,7tGfSaUdygABlAYfwgHg2B,['3VRyybsQu0MDG0F2LBxnv7'],"['house', 'tech house', 'bass house']",Jungle,Noizu,Noizu - Jungle.mp3
0.801,0.873,6,-5.812,0,0.0894,0.001,0.573,0.0639,0.79,123.978,4,5SD3MnYc8Mhpa5S3ojfIZj,['3VRyybsQu0MDG0F2LBxnv7'],"['house', 'tech house', 'bass house']",Lasers,Noizu,Noizu - Lasers.mp3
0.785,0.96,6,-6.132,1,0.0429,0.00197,0.873,0.346,0.863,125.027,4,5OJstti1yVNr5MFHbByrUn,['3VRyybsQu0MDG0F2LBxnv7'],"['house', 'tech house', 'bass house']",No More,Noizu,Noizu - No More.mp3
0.833,0.965,6,-5.215,0,0.0528,0.0687,0.135,0.0927,0.922,123.994,4,1pMK3CNjKECeAavfhMi1kn,"['3VRyybsQu0MDG0F2LBxnv7', '7GQsOji7pfixzkLt63awo5']","['house', 'tech house', 'electro house', 'bass house']",4 The People,"Noizu, Tony Romera","Noizu, Tony Romera - 4 The People.mp3"
0.797,0.78,10,-8.943,0,0.184,0.478,0.896,0.379,0.207,123.997,4,0ubMyV1R1LPlUx1NnqB1jK,"['21mKp7DqtSNHhCAU2ugvUw', '4xnihxcoXWK3UqryOSnbw5', '2SrWifjYv7b5tR8EzEmn1x']","['industrial pop', 'indietronica', 'alt z', 'edm', 'chillwave']",Falls - Golden Features Remix,"ODESZA, Sasha Alex Sloan, Golden Features","ODESZA, Sasha Alex Sloan - Falls - Golden Features Remix.mp3"
0.689,0.875,11,-3.219,0,0.0454,0.000395,0.23,0.704,0.292,130.04,4,2uI5yyd0gSq2uqwjHWdiGs,"['7ERTOmWXRyme5WJUpXVVSl', '1FWowTsaucHkPDgmAGGk4T', '4z127TOoCMB8oNtULhoYRd']","['japanese edm', 'brostep', 'electronic trap', 'dubstep']",Okami,"Oski, Allen Mock, Herbalistek","Oski, Allen Mock, Herbalistek - Okami.mp3"
0.66,0.768,9,-7.515,1,0.0815,0.00778,0.00142,0.0669,0.164,124.038,4,6wLujYsftQ9tGIvf54lrkz,['6hs7DlQVJTvFgN7DyzkdnX'],['future bounce'],Start Again,OVSKY,OVSKY - Start Again.mp3
0.651,0.93,4,-3.961,0,0.248,0.00244,0.393,0.497,0.0996,169.961,4,7CQh5cvBqMxlKIghGvO6s1,"['7yPPzu5UdAK7yagQqjEZQm', '25fqWEebq6PoiGQIHIrdtv']","['edm', 'brostep', 'electro house', 'electronic trap']",MDR,"Party Favor, Baauer","Party Favor, Baauer - MDR.mp3"
0.772,0.809,7,-6.195,1,0.0667,0.0233,0.329,0.125,0.349,127.024,4,3jr2iqcQhBHhvYbaQQTHgN,['4F61H4lx1js4wtWfb2Rfnt'],['pop edm'],Break It Down,Party Pupils,Party Pupils - Break It Down.mp3
0.821,0.844,10,-6.266,0,0.276,0.0168,6.43e-05,0.3,0.754,116.07,4,2KHupxlysbCj6q6zWnSF8O,['6TFOalvhHRXh8JmQTVSoyY'],[],matingcall.exe,Pedestrian Tactics,Pedestrian Tactics - matingcall.exe.mp3
0.781,0.924,7,-4.97,1,0.09,0.000932,0.0136,0.157,0.394,105.026,4,0DsAxHjchu8vzMrumD3KsR,['6TFOalvhHRXh8JmQTVSoyY'],[],Nerds Trying To Dance,Pedestrian Tactics,Pedestrian Tactics - Nerds Trying To Dance.mp3
0.852,0.932,9,-6.029,0,0.0562,0.00564,0.0136,0.0556,0.924,122.987,4,3Pq5TLwSJ5JvKqG9Ugh3yS,"['4nc9ASzzzNhX5x4Dttcklw', '6VaCJv2KP3kU8uZiezGkgM']",[],Breakfast,"PEZNT, Born I","PEZNT, Born I - Breakfast.mp3"
